Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative
1257540748833992711,neutral,1.7382838726043701,-0.07403963059186935,0.8577028512954712
1257536754094977024,neutral,0.23260749876499176,0.1763903796672821,0.14018522202968597
1257541708453048320,neutral,1.4655652046203613,-0.3648427724838257,1.4066499471664429
1257537120866009089,negative,1.343881368637085,-0.8058319687843323,1.962520718574524
1257536380890046465,neutral,1.4308924674987793,-0.04340963810682297,1.4130069017410278
1257542635163549699,negative,0.39261430501937866,0.5118730664253235,1.4472039937973022
1257549500551487488,negative,0.3528517782688141,-0.484529048204422,2.8433218002319336
1257542518062764032,neutral,2.1476447582244873,-0.3688461184501648,0.44203826785087585
1257542328241270784,positive,1.0606399774551392,1.522473692893982,-0.27403590083122253
1257548092754104322,negative,1.0619014501571655,-0.8833452463150024,1.8807404041290283
1257542375292968960,negative,0.9737731218338013,0.2841351330280304,1.1050626039505005
1257549505383325698,neutral,2.254279613494873,0.10248199850320816,0.5309721827507019
1257542698942095362,neutral,1.5630662441253662,-0.22698751091957092,1.3477745056152344
1257548996056399872,neutral,2.687042713165283,1.3559296131134033,-0.13783331215381622
1257545266602708992,negative,0.8723083734512329,-0.6724246740341187,2.265374183654785
1257538128031744000,neutral,2.054457426071167,0.1587592363357544,0.7065689563751221
1257547374664142848,negative,1.378400206565857,0.06187780573964119,1.4131494760513306
1257550109702848513,neutral,2.6803319454193115,2.1077051162719727,-0.3874525725841522
1257541779919826945,neutral,1.841328501701355,-0.791762113571167,1.8142918348312378
1257546319691943937,neutral,1.6803911924362183,0.24141943454742432,0.5114046931266785
1257538926274699264,neutral,3.2826993465423584,1.484779715538025,-0.8942200541496277
1257546312658169861,negative,1.231162190437317,0.179294615983963,1.7579939365386963
1257541540685262852,neutral,1.3731887340545654,1.0400385856628418,0.13221625983715057
1257538225591074816,negative,0.6400881409645081,-0.3569343686103821,1.898473858833313
1257545639342346241,positive,1.1207945346832275,1.6844019889831543,0.021059097722172737
1257542206090555392,negative,1.6796493530273438,-0.7705551385879517,2.278292179107666
1257544642696003584,positive,2.108311176300049,4.521885871887207,-1.3459264039993286
1257542627383111680,negative,1.2305558919906616,-0.6301244497299194,1.6894904375076294
1257541372980027392,negative,1.0684094429016113,-0.8967335224151611,2.882044553756714
1257541606967738368,neutral,2.6765475273132324,1.5367467403411865,-0.2268359214067459
1257547412769353729,neutral,1.5286353826522827,0.6505669355392456,0.4371933937072754
1257549804181299200,negative,1.552485466003418,-1.1090320348739624,2.8001084327697754
1257537113630879745,neutral,2.5827558040618896,0.8190560936927795,0.05065194517374039
1257547890072961027,positive,1.2377384901046753,2.0910427570343018,-0.17686454951763153
1257536842804707336,neutral,2.4234652519226074,0.08948473632335663,0.5348795056343079
1257547524849754112,neutral,1.9596627950668335,0.723447322845459,0.5920073986053467
1257549483933499400,neutral,2.245992422103882,0.4112113118171692,0.5549924373626709
1257540803171422209,positive,1.1265138387680054,1.7316679954528809,0.5022588968276978
1257540734644822016,negative,1.4819351434707642,-0.2468048334121704,1.7541873455047607
1257544549485776896,neutral,1.6433124542236328,0.36923977732658386,0.7740964293479919
1257541524251906048,neutral,1.6856039762496948,0.5887333154678345,0.5183237791061401
1257536645387227142,neutral,2.428043842315674,-0.060429416596889496,0.6858524084091187
1257544514702467074,neutral,2.245992422103882,0.4112113118171692,0.5549924373626709
1257541498955902976,positive,0.7063755393028259,1.5266590118408203,0.3631954789161682
1257542065149358080,neutral,2.014073610305786,1.2962336540222168,-0.039278820157051086
1257546019950100482,neutral,2.040424346923828,0.10249686241149902,0.5924951434135437
1257536875574820865,positive,1.0532300472259521,1.595328450202942,0.18797443807125092
1257548328344027136,neutral,2.4751763343811035,-0.24771782755851746,1.0408350229263306
1257537367583477760,neutral,1.3656420707702637,0.7220268845558167,0.6213425397872925
1257547161203552257,neutral,1.7741574048995972,-0.2209130823612213,0.6399749517440796
1257548228670734345,neutral,1.8030287027359009,1.3723511695861816,-0.0991690531373024
1257538566801854464,neutral,2.321239948272705,2.1922528743743896,-0.4164140820503235
1257539131674169344,neutral,1.9371354579925537,0.12197007238864899,0.7770885229110718
1257547426199715840,negative,1.037027359008789,-1.1428357362747192,3.19085955619812
1257536175474192385,positive,1.0335478782653809,2.2057108879089355,0.11512787640094757
1257542379319357445,neutral,2.2002182006835938,0.15375438332557678,0.678026556968689
1257537717849649154,negative,1.0684093236923218,-0.8967335224151611,2.882044553756714
1257541556854296585,negative,1.068962812423706,-0.9221904277801514,2.60853910446167
1257542837022986240,negative,1.0308891534805298,-1.3910859823226929,3.7280921936035156
1257547847823589379,negative,1.7449476718902588,-0.9764349460601807,2.1686277389526367
1257546686194483202,negative,1.169481873512268,-0.17390680313110352,1.7051955461502075
1257544435732287488,negative,1.34384024143219,-0.9866986870765686,2.551597833633423
1257542689270018049,positive,2.1188201904296875,3.322117805480957,-0.7983059883117676
1257536834608955392,neutral,1.8273229598999023,0.68927001953125,0.00529569573700428
1257549427440365568,negative,1.032926321029663,0.11604110896587372,1.321129560470581
1257548258232041474,negative,1.3460702896118164,-0.8163183927536011,2.5872745513916016
1257547843939766272,neutral,2.011362075805664,0.6624466776847839,0.16057433187961578
1257542530012532736,neutral,1.2612543106079102,1.1601848602294922,0.8471426963806152
1257536749905068032,negative,0.32702794671058655,-1.3333898782730103,4.31999397277832
1257548197272137728,negative,0.5813654661178589,-0.1975860893726349,2.6405744552612305
1257542023420293121,negative,1.169481873512268,-0.17390680313110352,1.7051955461502075
1257542101543399425,negative,0.5834550261497498,-0.4568845331668854,3.095857620239258
1257542567178104832,neutral,1.8690537214279175,-0.30250635743141174,1.3465461730957031
1257547534408400897,negative,0.9070778489112854,0.031180500984191895,1.667770266532898
1257537737525264384,negative,1.0684093236923218,-0.8967335224151611,2.882044792175293
1257547554616741889,negative,0.3257156014442444,-0.725381076335907,2.821815252304077
1257536525014835201,negative,1.267128825187683,-0.5527977347373962,1.697128415107727
1257547361485615106,negative,1.1780849695205688,-1.0418484210968018,2.410724639892578
1257536336241872899,negative,0.7048445343971252,-1.1014329195022583,3.6532716751098633
1257538670736924675,neutral,1.8409829139709473,-0.41646936535835266,1.0314401388168335
1257541780402081792,neutral,2.8167428970336914,1.1404716968536377,-0.4143415093421936
1257537246304940032,negative,1.3800424337387085,-0.22614306211471558,1.916180968284607
1257542016503672835,positive,0.8404088616371155,5.7062788009643555,-1.003780484199524
1257547194028130304,negative,1.281990885734558,-1.0796557664871216,2.6911821365356445
