"","Year","Month","Text","Count"
"1",2020,1,"oms",14315
"2",2020,1,"china",9074
"3",2020,1,"organización mundial de la salud",4822
"4",2020,1,"who",1978
"5",2020,1,"menducoliberal",1614
"6",2020,2,"china",127914
"7",2020,2,"oms",53788
"8",2020,2,"actualidadrt",19613
"9",2020,2,"eeuu",11357
"10",2020,2,"rusia",9058
"11",2020,3,"gobierno",119425
"12",2020,3,"china",113102
"13",2020,3,"oms",69927
"14",2020,3,"minsaludcol",17345
"15",2020,3,"españa",15500
"16",2020,4,"gobierno",235304
"17",2020,4,"oms",164740
"18",2020,4,"china",157608
"19",2020,4,"eeuu",42614
"20",2020,4,"vox",37002
"21",2020,6,"gobierno",149432
"22",2020,6,"oms",130300
"23",2020,6,"covid",95172
"24",2020,6,"hlgatell",67299
"25",2020,6,"inglaterra",21610
"26",2020,8,"covid",127505
"27",2020,8,"gobierno",99313
"28",2020,8,"mippcivzla",98335
"29",2020,8,"gnb",51003
"30",2020,8,"oms",50025
"31",2020,9,"gobierno",147323
"32",2020,9,"mippcivzla",130594
"33",2020,9,"covid",101510
"34",2020,9,"vtvcanal8",32347
"35",2020,9,"onu",30045
"36",2020,11,"mippcivzla",139747
"37",2020,11,"covid",62192
"38",2020,11,"gobierno",43579
"39",2020,11,"pfizer",40779
"40",2020,11,"vtvcanal8",33047
"41",2020,12,"mippcivzla",353378
"42",2020,12,"gobierno",128891
"43",2020,12,"pfizer",96369
"44",2020,12,"vtvcanal8",66489
"45",2020,12,"reino unido",38807
