"","Year","Month","Text","Count"
"1",2020,1,"china",44851
"2",2020,1,"wuhan",17239
"3",2020,1,"españa",7157
"4",2020,1,"pergamino",3501
"5",2020,1,"argentina",2562
"6",2020,2,"china",462518
"7",2020,2,"wuhan",143747
"8",2020,2,"españa",71386
"9",2020,2,"méxico",66573
"10",2020,2,"italia",58560
"11",2020,3,"españa",184399
"12",2020,3,"china",160468
"13",2020,3,"italia",150306
"14",2020,3,"venezuela",74673
"15",2020,3,"méxico",71992
"16",2020,4,"españa",230113
"17",2020,4,"venezuela",165628
"18",2020,4,"méxico",137091
"19",2020,4,"china",105968
"20",2020,4,"eeuu",67307
"21",2020,6,"méxico",247510
"22",2020,6,"venezuela",144837
"23",2020,6,"chile",142908
"24",2020,6,"españa",111768
"25",2020,6,"colombia",106141
"26",2020,8,"venezuela",270150
"27",2020,8,"méxico",222203
"28",2020,8,"españa",203071
"29",2020,8,"argentina",96919
"30",2020,8,"madrid",79169
"31",2020,9,"madrid",277906
"32",2020,9,"venezuela",196337
"33",2020,9,"españa",184129
"34",2020,9,"méxico",110424
"35",2020,9,"argentina",64707
"36",2020,11,"méxico",164878
"37",2020,11,"venezuela",116085
"38",2020,11,"españa",67853
"39",2020,11,"argentina",20999
"40",2020,11,"venezuelaprotegida",19933
"41",2020,12,"méxico",228033
"42",2020,12,"venezuela",187117
"43",2020,12,"reino unido",164637
"44",2020,12,"españa",99344
"45",2020,12,"chile",58080
