Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1328835305630208007,covid-19,125,133,MISC,0.9999
1328835305705791491,baytarms,4,12,ORG,0.9059
1328835306091655168,covid-19,65,73,MISC,0.9999
1328835306217463810,judediso,4,12,ORG,0.9437
1328835306217463810,china,55,60,LOC,0.6678
1328835306217463810,wuhan,64,69,LOC,0.9999
1328835307609886723,comisión retorno,19,35,ORG,0.9998
1328835307609886723,protocolo covid-19,96,114,MISC,0.9999
1328835307609886723,dennis smythe,116,129,PER,0.9996
1328835307609886723,comisión,147,155,ORG,0.9999
1328835307609886723,hugo letelier,165,178,PER,0.9999
1328835307609886723,vuelvelnbchile,229,243,MISC,0.9858
1328835307966324740,covid,47,52,MISC,0.9999
1328835307966324740,covid-19,131,139,MISC,0.9999
1328835307966324740,estados unidos,171,185,ORG,0.9885
1328835308129959937,podernoticiasradiosa,0,20,MISC,0.7935
1328835308129959937,moderna,36,43,ORG,0.9996
1328835308129959937,estados unidos,140,154,LOC,0.9984
1328835308129959937,stéphane bancel,195,210,PER,0.9999
1328835308318826497,covid-19,35,43,MISC,0.9998
1328835308318826497,cuarta transformación,74,95,MISC,0.9999
1328835308318826497,función pública,123,138,ORG,0.9999
1328835308432003075,querétaro,0,9,LOC,1.0
1328835308432003075,covid-19,101,109,MISC,0.9998
1328835308432003075,lainformacionquenosune,134,156,MISC,0.9999
1328835308461432832,franceargentine,4,19,ORG,0.8119
1328835308461432832,ifargentine,23,34,ORG,0.9962
1328835308461432832,barrio 31,87,96,LOC,0.9996
1328835308461432832,veolia_ar,106,115,ORG,0.9838
1328835308461432832,teameurope,231,241,MISC,0.9986
1328835308461432832,covid19,270,277,MISC,0.9999
1328835308515860481,michoacán,0,9,LOC,1.0
1328835308515860481,covid-19,84,92,MISC,0.9999
1328835308713103364,naikiiioficial,4,18,ORG,0.9902
1328835312097910791,ibagué,0,6,LOC,1.0
1328835312097910791,covid-19,38,46,MISC,0.9999
1328835312177524737,zettigavelán,0,12,PER,0.9995
1328835312177524737,iimp,27,31,ORG,0.9999
1328835312177524737,actividadminera,48,63,MISC,0.9937
1328835312177524737,yomequedoencasa,141,156,MISC,0.9982
1328835312177524737,minería covid19,157,172,MISC,0.934
1328835312177524737,linkedin,188,196,MISC,0.9651
1328835312408260613,covid-19,104,112,MISC,0.9999
1328835312634630146,sistema fedecrédito,6,25,ORG,0.9996
1328835312634630146,universidad de el salvador,136,162,ORG,0.9999
1328835312634630146,covid-19,222,231,MISC,0.9999
1328835312643031040,nayib bukele,0,12,PER,0.9997
1328835312643031040,el salvador,71,82,LOC,0.999
1328835312643031040,pib,103,106,MISC,0.9999
1328835312643031040,eldiario,155,163,ORG,0.9994
1328835312899002375,secretario de,0,13,PER,0.6918
1328835312899002375,educación pública,14,31,PER,0.9744
1328835312899002375,elprofe,34,41,PER,0.6342
1328835312899002375,floren,42,48,PER,0.6511
1328835312899002375,covid-19,251,259,MISC,0.9998
1328835312961814529,china,32,37,LOC,0.9999
1328835312961814529,cansino biologics,42,59,ORG,1.0
1328835312961814529,oaxaca,165,171,LOC,0.9994
1328835313238749185,fcfseleccioncol,28,43,ORG,0.9964
1328835313238749185,borré,44,49,PER,0.9997
1328835313632899073,lalourbanom,4,15,PER,0.999
1328835317546311681,lópez-gatell,3,15,PER,0.9998
1328835317546311681,covid-19,32,40,MISC,0.9998
1328835317546311681,coahuila,44,52,LOC,1.0
1328835317546311681,covid-19,136,144,MISC,0.9998
1328835318099931141,ayudantes,49,58,ORG,0.7966
1328835318099931141,política pública,112,128,MISC,0.9955
1328835318099931141,estadistas,138,148,MISC,0.6876
1328835318099931141,gobernador,165,175,PER,0.9999
1328835318443859968,inesarrimadas,4,17,ORG,0.658
1328835318443859968,españa,50,56,LOC,1.0
1328835318443859968,covid19,61,68,MISC,0.9999
1328835325544763394,europa,30,36,LOC,1.0
1328835329873354754,covid,14,19,ORG,0.9946
1328835329873354754,ti,51,53,MISC,0.9865
1328835331899133955,pixelskaya,4,14,PER,0.9374
1328835331899133955,miguel bosé,53,64,PER,0.9999
1328835334071865350,bariloche,17,26,LOC,1.0
1328835334071865350,covid,78,83,PER,0.9965
1328835334294089730,skynews,4,11,ORG,0.9997
1328835334294089730,covid19,78,85,MISC,0.9999
1328835334294089730,sky news,104,112,ORG,0.9989
1328835337796382722,españezuela,20,31,PER,0.9927
1328835337796382722,eldelmoño,44,53,MISC,0.99
1328835342640828418,tamaulipassalud,4,19,ORG,0.9997
1328835342640828418,covid19,40,47,MISC,0.9987
1328835342640828418,salud,85,90,ORG,0.9569
1328835350777761793,ecuador,0,7,ORG,0.9989
1328835355643154432,blogdenotas,4,15,ORG,0.4412
1328835355643154432,covid-19,68,76,MISC,0.9997
1328835358226788355,covid-19,80,88,MISC,0.9999
1328835358226788355,14festivalmundialdepoesía,243,268,MISC,0.9993
1328835358537248768,columna,4,11,ORG,0.9994
1328835358537248768,covd 19,50,57,MISC,0.9998
1328835358537248768,wuhan,103,108,LOC,1.0
1328835367424888835,guanajuato,0,10,LOC,0.9999
1328835367424888835,covid19,35,42,MISC,0.9999
1328835367424888835,saludguanajuato,131,146,ORG,0.4026
1328835368200835076,biocomsc1,4,13,ORG,0.9975
1328835368200835076,europa,56,62,LOC,0.9467
1328835371170492417,cubadebatecu,4,16,ORG,0.9917
1328835371170492417,cuba,18,22,LOC,0.9998
1328835371170492417,covid19,86,93,MISC,0.9999
1328835371774451713,covid19,63,70,MISC,0.9996
1328835371774451713,comedores,124,133,MISC,0.9118
1328835371774451713,refugios,136,144,MISC,0.8591
1328835371774451713,cruzrojauruguaya,182,198,ORG,0.6022
1328835371774451713,cruenacción,216,227,MISC,0.9881
1328835372210663424,hlgatell,4,12,ORG,0.9995
1328835372210663424,semana nacional de transparencia 2020,30,67,MISC,0.9999
1328835372210663424,inaimexico,87,97,ORG,0.9832
1328835372877574151,alvisepf,4,12,ORG,0.9977
1328835372877574151,tv,45,47,ORG,0.9527
1328835377612939273,leenin,4,10,PER,0.9999
1328835377612939273,covid19,30,37,MISC,0.9241
1328835380733501440,alfaro,20,26,LOC,0.999
1328835380939005956,broskki2,1,9,PER,0.6173
1328835380939005956,murillo,12,19,PER,1.0
1328835380939005956,osorio,67,73,PER,1.0
1328835381387735051,mippcivzla,4,14,ORG,0.5817
1328835381387735051,neuris díaz,30,41,PER,0.9999
1328835381387735051,zulia,64,69,LOC,0.9999
1328835381387735051,covid-19,121,129,MISC,0.9998
1328835381522030592,juezcentral,4,15,ORG,0.9992
1328835381522030592,covid,48,53,ORG,0.9802
1328835381522030592,ecuador,56,63,ORG,0.9999
1328835381522030592,colombia,86,94,ORG,0.9998
1328835381522030592,alfaro,115,121,PER,0.9999
1328835381626892289,sofimorandiok,4,17,PER,0.9718
1328835381626892289,covid,42,47,MISC,0.7069
1328835383317192711,reporte covid-19,0,16,MISC,0.978
1328835383317192711,gobsantafe,18,28,ORG,0.9966
1328835383606513666,poggi,4,9,PER,0.9988
1328835383606513666,covid,51,56,PER,0.984
1328835383606513666,wuhan,89,94,LOC,0.9999
1328835383606513666,china,96,101,LOC,1.0
1328835383614967813,andresilvachuy,4,18,PER,0.9747
1328835383614967813,covid,122,127,PER,0.9999
1328835384046989321,ponce,189,194,PER,1.0
1328835384948748289,sergipinkman,4,16,MISC,0.5392
1328835385456291850,esmundo,142,149,MISC,0.7428
1328835385930244101,reforma,4,11,ORG,0.5395
1328835385930244101,eu,32,34,LOC,0.9992
1328835385930244101,gobierno de trump,46,63,ORG,0.9999
1328835385930244101,biden,87,92,PER,0.9999
1328835385930244101,covid-19,118,126,MISC,0.9999
1328835386060255236,explorerdesac,4,17,ORG,0.828
1328835386060255236,covid,93,98,MISC,0.9987
1328835387763126274,edd,4,7,ORG,0.9747
1328835387763126274,campe,8,13,PER,0.9984
1328835387763126274,lopezobrador,83,95,PER,0.8465
1328835387763126274,tabasco,126,133,LOC,1.0
1328835388828430341,suárez,77,83,PER,0.9998
1328835388828430341,viña,86,90,PER,0.9999
1328835388828430341,covid-19,95,103,MISC,0.9999
1328835388828430341,oliveros,105,113,PER,0.9999
1328835388828430341,núñez,124,129,PER,0.9999
1328835388828430341,arthur,145,151,PER,0.9999
1328835388828430341,brasil,171,177,ORG,0.9972
1328835388828430341,urubra,196,202,MISC,0.9895
1328835389105246208,club rotarios saltillo-ramos,0,28,ORG,0.9996
1328835389105246208,mascarillas n95,54,69,MISC,0.9998
1328835389105246208,h,88,89,LOC,0.9991
1328835389105246208,universitario,91,104,LOC,0.9998
1328835389105246208,banco del bajío,144,159,ORG,0.9999
1328835389105246208,club rotario saltillo empresarial ac saltillo,173,218,ORG,0.9973
1328835389105246208,covid19,219,226,MISC,0.9485
1328835389105246208,apoyacoahuila,227,240,MISC,0.5006
1328835392657821697,vtvcanal8,4,13,ORG,0.5796
1328835392657821697,oms,15,18,ORG,0.9998
1328835392657821697,covid-19,73,81,MISC,0.9993
1328835392657821697,europa,85,91,LOC,1.0
1328835392657821697,américa,94,101,LOC,1.0
1328835392657821697,14festivalmundialdepoesía,103,128,MISC,0.9997
1328835392754298880,cs,4,6,ORG,0.9992
1328835392754298880,andalucia,7,16,LOC,1.0
1328835392754298880,covid19,88,95,MISC,0.9999
1328835392754298880,ciudadanosenlajunta,107,126,ORG,0.9868
1328835393509335040,portalcubasi,4,16,ORG,0.9879
1328835393509335040,somoscuba,18,27,ORG,0.7848
1328835393509335040,cuba,57,61,ORG,0.9752
1328835396512477184,v,4,5,PER,0.5528
1328835396512477184,trujillom,6,15,PER,0.9993
1328835396512477184,como anillo al dedo,18,37,MISC,0.9998
1328835396512477184,canal 11,58,66,ORG,0.9999
1328835396512477184,john,72,76,PER,0.9999
1328835396512477184,suirma,81,87,PER,0.9999
1328835396566978560,salomón kalmanovitz,92,111,PER,1.0
1328835396608909315,tulioramirezc,4,17,PER,0.9089
1328835396608909315,covid,25,30,MISC,0.9999
1328835396608909315,covid-socialimo,77,92,MISC,0.9996
1328835398118891523,juezcentral,4,15,ORG,0.9992
1328835398118891523,covid,48,53,ORG,0.9802
1328835398118891523,ecuador,56,63,ORG,0.9999
1328835398118891523,colombia,86,94,ORG,0.9998
1328835398118891523,alfaro,115,121,PER,0.9999
1328835398227939328,juezcentral,4,15,ORG,0.9992
1328835398227939328,covid,48,53,ORG,0.9802
1328835398227939328,ecuador,56,63,ORG,0.9999
1328835398227939328,colombia,86,94,ORG,0.9998
1328835398227939328,alfaro,115,121,PER,0.9999
1328835401142898689,covid - 19,18,28,MISC,0.9996
1328835401142972416,explorerdesac,4,17,ORG,0.828
1328835401142972416,covid,93,98,MISC,0.9987
1328835401239433217,infopresidencia,4,19,ORG,0.9988
1328835401239433217,envivo,23,29,ORG,0.6758
1328835401239433217,gobierno nacional,76,93,ORG,0.9999
1328835405123375107,phraseindirecta,4,19,ORG,0.4972
1328835405152739328,alianza,37,44,ORG,0.9999
1328835405152739328,covid19,116,123,MISC,0.9995
1328835405152739328,informe anual,176,189,MISC,0.9996
1328835406037659652,alexiisgauna,4,16,PER,0.9994
1328835406297755652,alvisepf,4,12,ORG,0.9977
1328835406297755652,tv,45,47,ORG,0.9527
1328835411305771008,juezcentral,4,15,ORG,0.9992
1328835411305771008,covid,48,53,ORG,0.9802
