Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1323746776189468678,coronavirus,0,11,MISC,0.9977
1323746776189468678,nueva york,26,36,LOC,1.0
1323746778022252545,mujerecuadorteacompaña,0,22,ORG,0.6759
1323746778022252545,covid19,49,56,MISC,0.9999
1323746778022252545,servicio de protección integral,95,126,ORG,0.9999
1323746778022252545,zona 7,165,171,LOC,0.9924
1323746778022252545,juntosecuador,206,219,MISC,0.6342
1323746778789732353,covid-19,50,58,MISC,0.9999
1323746778823360512,ven911oficial,0,13,MISC,0.9995
1323746778823360512,covid19,112,119,MISC,0.9991
1323746778911371264,protégeteyprotegealosdemás,33,59,MISC,0.9974
1323746778911371264,covid19,144,151,MISC,0.9982
1323746778911371264,locatel,163,170,ORG,0.9958
1323746782564638722,mujerecuadorteacompaña,0,22,ORG,0.8162
1323746782564638722,covid19,49,56,MISC,0.9999
1323746782564638722,servicio de protección integral,95,126,ORG,0.9999
1323746782564638722,zona 7,165,171,LOC,0.9921
1323746782564638722,juntosecuador,206,219,MISC,0.6648
1323746782787100672,covid-19,196,204,MISC,0.9852
1323746782787100672,felizmartesatodos,205,222,MISC,0.9923
1323746782787100672,felizmartes hoyesunbuendiapara,223,253,MISC,0.9926
1323746783399497728,lapergris,4,13,PER,0.8585
1323746783399497728,wakanda,18,25,MISC,0.8216
1323746783751790592,covid19,8,15,MISC,0.9979
1323746783751790592,guanajuato,19,29,LOC,1.0
1323746788302557192,elaguijon,4,13,PER,0.5756
1323746791976849410,luisaalcalde,4,16,PER,0.9882
1323746791976849410,sspcmexico,61,71,ORG,0.9996
1323746792786272258,ryodedios,4,13,ORG,0.8663
1323746792786272258,imss,51,55,ORG,0.9996
1323746793230925832,serbinpont,4,14,ORG,0.9999
1323746793230925832,inés perado,16,27,PER,1.0
1323746799975387136,msaludpy,4,12,ORG,0.9811
1323746799975387136,covid19,22,29,MISC,0.9999
1323746801695019010,janogarcia,4,14,PER,0.5403
1323746801695019010,ia,35,37,MISC,0.999
1323746801695019010,juan carlos,101,112,PER,0.9847
1323746803968282624,msaludpy,4,12,ORG,0.9811
1323746803968282624,covid19,22,29,MISC,0.9999
1323746804878499841,julioastillero,4,18,ORG,0.9566
1323746804878499841,covid-19,55,63,MISC,0.9998
