Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1327838741499580417,tribuna,0,7,ORG,0.9998
1327838741499580417,cañeros de los mochis,34,55,ORG,0.9999
1327838741499580417,covid19,134,141,MISC,0.75
1327838741730390020,covid 19,98,106,MISC,0.9998
1327838749191860224,claudiapavlovic,4,19,PER,0.9996
1327838749191860224,covid19,91,98,MISC,0.9999
1327838749191860224,sigamossonora,101,114,MISC,0.9007
1327838755525328897,arturoerdely,4,16,PER,0.9988
1327838755525328897,covid19mx,18,27,MISC,0.9989
1327838755525328897,alejand17987688,75,90,PER,0.9192
1327838756011978752,covid-19,183,191,MISC,0.9999
1327838760260800512,carnetdlapatria,4,19,ORG,0.9976
1327838760260800512,nicolasmaduro,45,58,PER,0.9884
1327838760260800512,7+7 plus,130,138,MISC,0.9984
1327838769265975296,fromthewest86,4,17,PER,0.8044
1327838770197041152,esfuerzo del estado,1,20,MISC,0.9998
1327838771300200448,napoleonbravo,4,17,PER,0.9591
1327838771300200448,laboratorios pfizer,119,138,ORG,1.0
1327838773783240704,dios,176,180,MISC,0.9812
1327838796361183232,chamberohoy,4,15,ORG,0.9789
1327838796361183232,eeuu,17,21,ORG,0.9809
1327838796361183232,trump,22,27,PER,0.9865
1327838799624347648,tiamoraradio,4,16,ORG,0.9985
1327838799624347648,covid19,21,28,MISC,0.9999
1327838799624347648,morris ocando,73,86,PER,0.9998
1327838799624347648,cabimas,118,125,LOC,0.9995
1327838808856006656,conelmazodando,4,18,ORG,0.9977
1327838808856006656,venezuela,20,29,LOC,1.0
1327838808856006656,covid-19,79,87,MISC,0.9999
1327838819245232131,quedateencasa,0,13,MISC,0.9974
1327838819245232131,covid19,83,90,MISC,0.9997
1327838822340702208,jtorresmacho,4,16,PER,0.3399
1327838837310152706,denisedresserg,4,18,PER,0.9984
1327838837310152706,gatelliana,23,33,MISC,0.7608
1327838837310152706,hlgatell,45,53,ORG,0.9995
1327838837310152706,covid,111,116,MISC,0.9936
1327838842536267776,covid19,77,84,MISC,0.9998
1327838842536267776,cuba,96,100,LOC,0.8984
