Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1337849704210690048,covid-19,16,24,MISC,0.9999
1337849704210690048,centro histórico de,30,49,ORG,0.7467
1337849704210690048,cdmx,53,57,LOC,0.4944
1337849704240066564,encarnación,118,129,LOC,0.9999
1337849704240066564,nobajemoslaguardia,191,209,MISC,0.9858
1337849706135904259,v_trujillom,4,15,PER,0.9988
1337849706848935939,ministeriosalud,1,16,ORG,0.9901
1337849723294785542,spinaguillermo,4,18,PER,0.4786
1337849723294785542,covidー19,112,120,MISC,0.9999
1337849723395272704,juliopatan09,4,16,PER,0.9946
1337849733306576897,inesita49487794,4,19,MISC,0.7449
1337849733633748996,pablo,209,214,PER,0.8957
1337849733671489537,peatondelsur,4,16,PER,0.9981
1337849739971268611,ontiveros,18,27,MISC,0.4704
1337849740357152774,russia,61,67,LOC,0.9678
1337849741162450951,covid19,19,26,MISC,0.9998
1337849741372219400,biristay1980,4,16,PER,0.8024
1337849741372219400,cumaná,21,27,PER,0.8983
1337849741372219400,covid19,109,116,MISC,0.9998
1337849741372219400,tap,136,139,MISC,0.9917
1337849742441803776,bamxsaltillo,4,16,ORG,0.9999
1337849742441803776,banregio,82,90,MISC,0.6827
1337849742441803776,clabe,105,110,MISC,0.971
1337849742441803776,saltillo,159,167,MISC,0.485
1337849742441803776,covid19,168,175,MISC,0.9713
1337849742441803776,apoyacoahuila,177,190,MISC,0.9348
1337849750582943754,dan,4,7,PER,0.9994
1337849750582943754,ifa,8,11,ORG,0.9761
1337849750582943754,axel,27,31,PER,0.979
1337849757704794112,stratcons,1,10,MISC,0.9373
1337849757704794112,covid19,31,38,MISC,0.9998
1337849761626550272,alvisepf,4,12,PER,0.5917
1337849761626550272,psoe,21,25,ORG,1.0
1337849761626550272,galapagar,73,82,LOC,0.9999
1337849761723002882,nicmaduroguerra,4,19,PER,0.9857
1337849761723002882,rusia,56,61,ORG,0.9991
1337849763513978880,partidopsuv,4,15,ORG,0.9055
1337849763513978880,covid-19,60,68,MISC,0.9997
1337849763862024195,aaguilar2201,4,16,PER,0.994
1337849763862024195,kanabel_,29,37,PER,0.9719
1337849763862024195,narcissisthole,61,75,MISC,0.446
1337849764541427712,culturaciudadmx,4,19,ORG,0.9989
1337849764541427712,covid19,83,90,MISC,0.9998
1337849764541427712,capitalcultural,97,112,LOC,0.9981
1337849766525480961,leogarnier,1,11,PER,0.642
1337849766525480961,restaurante ajua,12,28,ORG,0.9915
1337849766525480961,virgen de guadalupe,52,71,MISC,0.9988
1337849766525480961,mariachi,76,84,PER,0.9997
1337849766525480961,covidー19,202,210,MISC,0.9999
1337849770921123840,fredthereez,4,15,PER,0.9848
1337849771126640640,infocoms,4,12,ORG,0.9998
1337849771126640640,onu,54,57,ORG,1.0
1337849772342906885,sputnik v,29,38,MISC,0.9999
1337849773752250369,embsergio,4,13,ORG,0.4778
1337849773752250369,diputado nacional,85,102,PER,0.9977
1337849773752250369,nicolás maduro guerra,103,124,PER,0.9617
1337849778873438215,covid19,72,79,MISC,0.9998
1337849778873438215,sanadistancia,215,228,MISC,0.9936
1337849778873438215,quénotesaquentarjetaroja,232,256,MISC,0.6891
1337849778873438215,gánalealcovid,259,272,MISC,0.9953
1337849779863379974,deltasoluciones,4,19,ORG,0.9988
1337849779863379974,covid-19,69,77,MISC,0.9999
1337849782145085444,ssalud,4,10,ORG,0.9996
1337849782145085444,querétaro,16,25,LOC,1.0
1337849782145085444,covid19,46,53,MISC,0.9997
1337849782145085444,unidad médica de,121,137,LOC,0.996
1337849784607133696,solo,4,8,ORG,0.7514
1337849784607133696,australia,19,28,ORG,0.9972
1337849784607133696,vih,67,70,MISC,0.9992
1337849784607133696,covid19,104,111,ORG,0.943
1337849784699383811,caracas,57,64,LOC,0.9999
1337849784699383811,nicolasmaduro,98,111,PER,0.9906
1337849786460991488,alvisepf,4,12,PER,0.5917
1337849786460991488,psoe,21,25,ORG,1.0
1337849786460991488,galapagar,73,82,LOC,0.9999
1337849786821734401,sudamérica,101,111,LOC,1.0
1337849786821734401,envariedades,112,124,MISC,0.6863
1337849787597643777,fabriziomejia,4,17,PER,0.3879
1337849787627040770,baradit,4,11,ORG,0.5212
1337849787627040770,rodrigo salinas,13,28,PER,0.9999
1337849787778015235,actualidadrt,4,16,ORG,0.9532
1337849787778015235,perú,18,22,LOC,0.9993
1337849787778015235,sinopharm,98,107,MISC,0.4647
1337849789610946561,drdanielsalinas,4,19,PER,0.9955
1337849789610946561,covid-19,58,66,MISC,0.9998
1337849789610946561,montevideo,70,80,LOC,1.0
1337849792278441985,covid19,70,77,MISC,0.9999
1337849795524898819,mario_ena,4,13,PER,0.8697
1337849795524898819,cofepris,92,100,ORG,1.0
1337849795524898819,p,138,139,MISC,0.9988
1337849798976811012,drpacomoreno1,4,17,PER,0.9996
1337849798976811012,covid19,86,93,MISC,0.9999
1337849799408807942,ricqc503,4,12,PER,0.4307
1337849799408807942,covid19,40,47,MISC,0.9997
1337849799408807942,pandem,133,139,MISC,0.9994
1337849803133374464,hectorrossete,4,17,PER,0.9997
1337849803133374464,covid1,132,138,MISC,0.9998
1337849805905801218,paulodelgadoi,4,17,PER,0.9867
1337849805905801218,lavin,27,32,PER,0.9999
1337849805905801218,lavin,116,121,PER,0.9999
1337849807440908289,finanzas_world,4,18,ORG,0.8704
1337849807440908289,covid19,30,37,MISC,0.9826
1337849807440908289,covid19 \u0001f9a0,95,104,MISC,0.6037
1337849809504526338,caracas,57,64,LOC,0.9999
1337849809504526338,nicolasmaduro,98,111,PER,0.9906
1337849814877417472,ligamxshitpost,4,18,ORG,0.9973
1337849814877417472,jesús corona,28,40,PER,0.9999
1337849814877417472,héctor huerta,57,70,PER,1.0
1337849817586950144,jonatha92164919,1,16,PER,0.9217
1337849817586950144,4madeu5,18,25,PER,0.6483
1337849817586950144,ikalbalamocelot,27,42,PER,0.5089
1337849817586950144,iten0ri0,44,52,MISC,0.5203
1337849817586950144,orozcocmf,54,63,PER,0.7349
1337849817586950144,pelongomis,65,75,PER,0.6129
1337849817586950144,hlgatell,77,85,ORG,0.8291
1337849817586950144,covid,309,314,LOC,0.9995
1337849818190852103,elpaisuy,4,12,ORG,0.8551
1337849818190852103,italia,14,20,LOC,0.9999
1337849818190852103,europa,60,66,LOC,1.0
1337849818190852103,covid,71,76,MISC,0.9998
1337849818190852103,reino unido,89,100,ORG,0.9992
1337849818979258368,covid19,90,97,ORG,0.9202
1337849818979258368,guardianes de la salud,103,125,ORG,0.9999
1337849820099170305,mippcivzla,4,14,ORG,0.9254
1337849820099170305,envideo,16,23,MISC,0.7247
1337849820099170305,covid-19,82,90,MISC,0.9829
1337849820099170305,sistema público nacional de sal,107,138,ORG,0.9999
1337849824217976832,arkitektoplus,4,17,ORG,0.9992
1337849824217976832,enrique alfaro,19,33,PER,0.9999
1337849824217976832,jalisco,96,103,LOC,0.9994
1337849824217976832,enriqueal,130,139,PER,0.9983
1337849826478874629,italia,0,6,LOC,0.9999
1337849826478874629,europa,80,86,LOC,0.9999
1337849827972042753,solebrando,4,14,PER,0.8045
1337849827972042753,covid,86,91,MISC,0.9963
1337849831809839105,elsabuesoap,4,15,ORG,0.9998
1337849831809839105,margaret keenan,18,33,PER,0.9995
1337849831809839105,pfizer,80,86,ORG,0.9998
1337849831809839105,covid-19,94,102,MISC,0.9999
1337849833147731974,reuterslatam,4,16,ORG,0.9328
1337849833147731974,corea del sur,74,87,LOC,0.9999
1337849833147731974,covid19,105,112,MISC,0.9998
1337849833449787393,rtultimahora,4,16,ORG,0.9993
1337849833449787393,italia,18,24,LOC,0.9999
1337849833449787393,europa,98,104,LOC,0.9999
1337849834393513985,cntaitensenanza,4,19,ORG,0.8922
1337849834393513985,consejero de educación,66,88,ORG,0.8231
1337849837992218626,mippcivzla,4,14,PER,0.9067
1337849838906593286,biden,0,5,PER,0.9999
1337849838906593286,covid-19,57,65,MISC,0.9998
1337849838906593286,lulacandidato,125,138,PER,0.4021
1337849838906593286,ajr,139,142,ORG,0.9978
1337849839820935171,corona,9,15,ORG,0.9989
1337849841230155779,alfredo,10,17,PER,0.9999
1337849841230155779,calsico simon bolivar,218,239,MISC,0.9996
1337849842270396416,jantiuribista,4,17,ORG,0.9506
1337849842270396416,covid 19,74,82,MISC,0.9999
1337849842270396416,eeuu,87,91,LOC,0.9999
1337849842270396416,colombia,96,104,LOC,1.0
1337849842391977984,armyforce,4,13,ORG,0.9998
1337849842391977984,peru,14,18,LOC,0.9665
1337849842391977984,drtedros,21,29,PER,0.9896
1337849842391977984,bts,31,34,ORG,0.9999
1337849842391977984,bts,56,59,ORG,0.9998
1337849842391977984,jimin,64,69,PER,0.9999
1337849842391977984,namjoon,71,78,PER,1.0
1337849842391977984,jin,80,83,PER,0.9999
1337849842391977984,yoongi,85,91,PER,0.9999
1337849842391977984,hobi,93,97,PER,0.9999
1337849842391977984,taehyung,99,107,PER,1.0
1337849842391977984,jungkook,114,122,PER,1.0
1337849845734920192,emergenciassev,4,18,ORG,0.9962
1337849845734920192,policía local,20,33,ORG,1.0
1337849845734920192,osint,53,58,MISC,0.9985
1337849845848137729,mippcivzla,4,14,PER,0.6329
1337849845848137729,covid-19,120,128,MISC,0.9998
1337849846095622146,chilangocom,4,15,ORG,0.9994
1337849846095622146,claudia sheinbaum,17,34,PER,0.9999
1337849846498254848,ligamxshitpost,4,18,ORG,0.9963
1337849846498254848,jesús corona,20,32,PER,0.9999
1337849847894990848,claudiashein,4,16,ORG,0.6035
1337849847894990848,covid-19,54,62,MISC,0.9999
1337849848217923584,canotify,29,37,MISC,0.9892
1337849848217923584,covid-9,115,122,MISC,0.9998
1337849848217923584,juntossaldremosadelante,208,231,MISC,0.8749
1337849848217923584,pasalavoz,254,263,MISC,0.995
1337849848347897859,estados unidos,0,14,ORG,0.9999
1337849848347897859,covid,61,66,MISC,0.9999
1337849848784166916,gnb,4,7,ORG,0.9999
1337849848784166916,carabodesur,8,19,LOC,0.9985
1337849848784166916,gnb,66,69,ORG,0.9999
1337849848784166916,sucregdp,70,78,ORG,0.9942
1337849848784166916,prevención del covi,119,138,MISC,0.9999
1337849848989511681,denisedresserg,4,18,PER,0.9996
1337849848989511681,lópez gatell,32,44,PER,0.9999
1337849849056800771,mario,4,9,PER,0.9293
1337849849056800771,jordi pujol,34,45,PER,1.0
1337849850076016642,covid-19,47,55,MISC,0.9999
1337849850076016642,méxico,59,65,LOC,1.0
1337849850361163776,covid,138,143,LOC,0.8725
1337849851225182208,thairkassam,4,15,ORG,0.9838
