Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1314656880476803077,zhukovgiorghiy,4,18,PER,0.9909
1314656880476803077,tiíta,23,28,MISC,0.9998
1314656882552905730,covid-19,108,116,MISC,0.9997
1314656882565488651,enpueblasípodemos,0,17,ORG,0.9194
1314656882565488651,pactocomunitario,26,42,MISC,0.9824
1314656882565488651,covid-19,139,147,MISC,0.9998
1314656882657759234,pbo,113,116,ORG,0.8666
1314656882657759234,vizcarra,168,176,LOC,0.9986
1314656882657759234,peru,185,189,LOC,0.9996
1314656882657759234,lima,190,194,LOC,0.9993
1314656882657759234,minsa,195,200,PER,0.716
1314656882657759234,keiko pizarro urresti,201,222,PER,0.9551
1314656882657759234,johnlennon,223,233,PER,0.9919
1314656882657759234,rainer nadal,234,246,PER,0.9996
1314656882729115648,canciller merkel,135,151,PER,0.9956
1314656882859159554,gguevaram,1,10,PER,0.9473
1314656882859159554,world travel &,26,40,ORG,0.9996
1314656882859159554,; tourism council,43,60,ORG,0.9997
1314656882859159554,la,145,147,MISC,0.8649
1314656882859159554,competitividad,154,168,MISC,0.626
1314656882859159554,era post covid19,185,201,MISC,0.8706
1314656882943045633,coronavirus,2,13,MISC,0.9999
1314656882943045633,d,97,98,MISC,0.8569
1314656882943045633,covid,139,144,MISC,0.9999
1314656882972340225,porsinoloviste,0,14,MISC,0.7364
1314656882972340225,covid,66,71,PER,0.5104
1314656882972340225,puebla,75,81,LOC,1.0
1314656883303735296,brasil,0,6,LOC,0.9978
1314656883303735296,brasil,57,63,LOC,0.9638
1314656883358208003,covid-19,87,95,MISC,0.9999
1314656883358208003,notimex,189,196,ORG,0.9996
1314656883358208003,informador,201,211,MISC,0.9501
1314656883358208003,notimex,222,229,ORG,0.9466
1314656883395837953,realmadrid,32,42,ORG,0.9991
1314656883395837953,lorenzo sanz,79,91,PER,0.9999
1314656883395837953,covid19,151,158,MISC,0.9999
1314656883395837953,notimex   deportes notimex,181,207,ORG,0.9996
1314656883555303424,lajornadaonline,4,19,ORG,0.9546
1314656883555303424,covid19,85,92,MISC,0.9999
1314656883555303424,méxico,96,102,LOC,1.0
1314656883681226760,enportada,0,9,MISC,0.9968
1314656883681226760,madrid,12,18,LOC,1.0
1314656883681226760,jesusarroyod,86,98,PER,0.9992
1314656883706408960,covid-19,63,71,MISC,0.9998
1314656883706408960,querétaro,75,84,LOC,1.0
1314656886759714817,dante rivas,0,11,PER,0.9997
1314656886759714817,nuevaesparta,28,40,LOC,0.5966
1314656886759714817,twitter,103,110,MISC,0.9701
1314656886759714817,covid,135,140,MISC,0.997
1314656886948540416,puig,2,6,PER,0.9997
1314656886948540416,generalitat,134,145,ORG,0.8317
1314656886948540416,covid19,158,165,MISC,0.9935
1314656886948540416,covid19,166,173,MISC,0.9935
1314656886948540416,ximopuig,174,182,MISC,0.8609
1314656886948540416,generalitat,186,197,ORG,0.9998
1314656886948540416,ximopuig,199,207,ORG,0.5468
1314656886998757376,nuevanormalidad,6,21,MISC,0.9996
1314656886998757376,covid19,92,99,MISC,0.9998
1314656886998757376,sanoretorno,125,136,MISC,0.9997
1314656887531540485,manuel_orizaba,1,15,PER,0.9991
1314656887531540485,vichm4,17,23,MISC,0.6482
1314656887531540485,juan81658602,25,37,PER,0.9982
1314656887531540485,4t,72,74,MISC,0.9991
1314656887531540485,guardería abc,122,135,ORG,0.9802
1314656887531540485,covid,220,225,MISC,0.9998
1314656887560863744,covid19,62,69,MISC,0.9999
1314656891570585600,zlatan ibrahimovic,11,29,PER,0.9982
1314656891570585600,covid-19,40,48,MISC,0.9999
1314656891600015361,luiguisanqui,4,16,PER,0.7613
1314656891600015361,covi,135,139,MISC,0.9563
1314656891696492545,ernesbustamante,4,19,PER,0.9996
1314656891696492545,deutsche welle,27,41,ORG,0.9999
1314656891696492545,perú,43,47,ORG,0.9603
1314656891696492545,covid-19,113,121,MISC,0.9999
1314656891696558082,influenza,62,71,MISC,0.9999
1314656891696558082,covid19,203,210,MISC,0.9999
1314656891696558082,cubrebocas,227,237,MISC,0.9999
1314656891696558082,sanadistancia,250,263,MISC,0.9999
1314656891696558082,goboax,266,272,ORG,0.9999
1314656892053000192,paraguay,0,8,LOC,0.9897
1314656892053000192,laprovinciabsas,123,138,ORG,0.9982
1314656892812173312,covid,39,44,MISC,0.9999
1314656892812173312,policía,50,57,ORG,0.9999
1314656892812173312,ser,78,81,ORG,0.9999
1314656892812173312,jgarciaherrero,112,126,PER,0.8338
1314656895429419019,univ,4,8,ORG,0.9997
1314656895429419019,checa,17,22,PER,0.8593
1314656895429419019,el covid,23,31,PER,0.6646
1314656895429419019,palazuelos,56,66,LOC,1.0
1314656896259952642,camilocammas,4,16,PER,0.9182
1314656896259952642,oms,21,24,ORG,0.9999
1314656896259952642,covid_19,56,64,MISC,0.9999
1314656896335458305,sutra,4,9,PER,0.9993
1314656896335458305,richard,10,17,PER,0.9982
1314656896612261890,navegaciones,4,16,ORG,0.6037
1314656896612261890,salomón,22,29,PER,0.9956
1314656896612261890,chertorivski,31,43,PER,0.9945
1314656896842780672,covid,26,31,MISC,0.9998
1314656896842780672,instituto de biología médica,36,64,ORG,0.9999
1314656896842780672,oaxaca,128,134,LOC,0.9994
1314656897165713408,madrid,6,12,LOC,1.0
1314656897165713408,covid19,36,43,PER,0.9958
1314656900177440768,juanif,4,10,ORG,0.7239
1314656900177440768,alberto fernández,20,37,PER,0.9999
1314656900177440768,covid,56,61,ORG,0.9882
1314656900177440768,argentina,65,74,LOC,1.0
1314656900399665154,cnnee,1,6,ORG,1.0
1314656900689154050,masvillaviciosa,4,19,ORG,0.7292
1314656900689154050,villaviciosadeodon,79,97,LOC,0.9613
1314656904677863428,adryytv,4,11,ORG,0.8973
1314656904677863428,españa,28,34,LOC,1.0
1314656904677863428,estado,121,127,ORG,0.9999
1314656904744857600,sánchez,0,7,PER,0.9997
1314656904744857600,madrid,20,26,LOC,0.9999
1314656904782721034,noel schajris,0,13,PER,0.9999
1314656904782721034,techy fatule,16,28,PER,0.9999
1314656904782721034,«voy a rescatar mi corazón»,53,80,MISC,0.9919
1314656904782721034,elorigendiario entretenimiento,118,148,ORG,0.7778
1314656904782721034,elorigendiario,149,163,ORG,0.9918
1314656904782721034,republicadominicana,164,183,LOC,0.9341
1314656904782721034,asia,184,188,LOC,0.9867
1314656904782721034,africa,189,195,LOC,0.9937
1314656904782721034,america,196,203,LOC,0.9905
1314656904782721034,europa,204,210,LOC,0.9863
1314656908956045316,abc,17,20,ORG,0.7173
1314656908956045316,china,47,52,LOC,0.9697
1314656908956045316,xian,105,109,LOC,0.9958
